layer,mode,speed_mps,pitch,volume
brake/tone_09,brake,9.375000000,1,0.0997668371484
brake/tone_09,brake,9.436460000,1,0
brake/tone_10,brake,8.508290000,1,0
brake/tone_10,brake,8.625000000,1,0.0990078817537
brake/tone_10,brake,8.740332500,1,0.195611265081
brake/tone_10,brake,8.750000000,1,0.203531681554
brake/tone_10,brake,8.875000000,1,0.328405320918
brake/tone_10,brake,8.972375000,1,0.428527753589
brake/tone_10,brake,9.000000000,1,0.45674974269
brake/tone_10,brake,9.125000000,1,0.640590957838
brake/tone_10,brake,9.204417500,1,0.757235369774
brake/tone_10,brake,9.250000000,1,0.821949204388
brake/tone_10,brake,9.375000000,1,0.920167710752
brake/tone_10,brake,9.436460000,1,0.954926918275
brake/tone_10,brake,9.500000000,1,0.98
brake/tone_10,brake,9.625000000,1,0.871201414935
brake/tone_10,brake,9.668505000,1,0.82574652845
brake/tone_10,brake,9.750000000,1,0.73254302175
brake/tone_10,brake,9.875000000,1,0.574131916902
brake/tone_10,brake,9.900550000,1,0.540671502557
brake/tone_10,brake,10.000000000,1,0.410085356705
brake/tone_10,brake,10.125000000,1,0.26676927416
brake/tone_10,brake,10.132595000,1,0.258005767115
brake/tone_10,brake,10.250000000,1,0.124098551162
brake/tone_10,brake,10.364640000,1,0
brake/tone_11,brake,9.436460000,1,0
brake/tone_11,brake,9.500000000,1,0.109876191074
brake/tone_11,brake,9.625000000,1,0.298932152939
brake/tone_11,brake,9.668505000,1,0.355250965031
brake/tone_11,brake,9.750000000,1,0.446423360624
brake/tone_11,brake,9.875000000,1,0.546854529941
brake/tone_11,brake,9.900550000,1,0.561561951708
brake/tone_11,brake,10.000000000,1,0.60029708362
brake/tone_11,brake,10.125000000,1,0.64533450377
brake/tone_11,brake,10.132595000,1,0.64694788022
brake/tone_11,brake,10.250000000,1,0.656008951912
brake/tone_11,brake,10.364640000,1,0.662464438994
brake/tone_11,brake,10.375000000,1,0.661812609667
brake/tone_11,brake,10.500000000,1,0.638159139508
brake/tone_11,brake,10.596685000,1,0.606707066038
brake/tone_11,brake,10.625000000,1,0.594348592419
brake/tone_11,brake,10.750000000,1,0.523711513183
brake/tone_11,brake,10.828730000,1,0.46671698581
brake/tone_11,brake,10.875000000,1,0.429195808924
brake/tone_11,brake,11.000000000,1,0.314990446473
brake/tone_11,brake,11.060775000,1,0.254286539387
brake/tone_11,brake,11.125000000,1,0.186803492297
brake/tone_11,brake,11.250000000,1,0.0485758436722
brake/tone_11,brake,11.292820000,1,0
brake/tone_12,brake,10.364640000,1,0
brake/tone_12,brake,10.375000000,1,0.0116045142677
brake/tone_12,brake,10.500000000,1,0.148798316181
brake/tone_12,brake,10.596685000,1,0.251306295141
brake/tone_12,brake,10.625000000,1,0.280256367754
brake/tone_12,brake,10.750000000,1,0.399915875963
brake/tone_12,brake,10.828730000,1,0.46671698581
brake/tone_12,brake,10.875000000,1,0.502284422898
brake/tone_12,brake,11.000000000,1,0.582733184279
brake/tone_12,brake,11.060775000,1,0.613902012118
brake/tone_12,brake,11.125000000,1,0.639958586242
brake/tone_12,brake,11.250000000,1,0.669152151733
brake/tone_12,brake,11.292820000,1,0.67121078459
brake/tone_12,brake,11.375000000,1,0.665295772686
brake/tone_12,brake,11.500000000,1,0.631726897788
brake/tone_12,brake,11.524862500,1,0.62042255929
brake/tone_12,brake,11.625000000,1,0.564404900011
brake/tone_12,brake,11.750000000,1,0.473169658001
brake/tone_12,brake,11.756905000,1,0.467533720218
brake/tone_12,brake,11.875000000,1,0.362704958469
brake/tone_12,brake,11.988947500,1,0.249350755772
brake/tone_12,brake,12.000000000,1,0.237880584859
brake/tone_12,brake,12.125000000,1,0.105563680958
brake/tone_12,brake,12.220990000,1,0
brake/tone_13,brake,11.292820000,1,0
brake/tone_13,brake,11.375000000,1,0.0931292487329
brake/tone_13,brake,11.500000000,1,0.231044298199
brake/tone_13,brake,11.524862500,1,0.25698743846
brake/tone_13,brake,11.625000000,1,0.355560012957
brake/tone_13,brake,11.750000000,1,0.462238231714
brake/tone_13,brake,11.756905000,1,0.467533720218
brake/tone_13,brake,11.875000000,1,0.546972177206
brake/tone_13,brake,11.988947500,1,0.601985976373
brake/tone_13,brake,12.000000000,1,0.606118463
brake/tone_13,brake,12.125000000,1,0.64409831628
brake/tone_13,brake,12.220990000,1,0.653892865028
brake/tone_13,brake,12.250000000,1,0.653467590885
brake/tone_13,brake,12.375000000,1,0.633381977604
brake/tone_13,brake,12.453035000,1,0.60635299353
brake/tone_13,brake,12.500000000,1,0.584920942815
brake/tone_13,brake,12.625000000,1,0.50725197375
brake/tone_13,brake,12.685080000,1,0.461843144345
brake/tone_13,brake,12.750000000,1,0.407620453807
brake/tone_13,brake,12.875000000,1,0.291357304747
brake/tone_13,brake,12.917125000,1,0.249040848133
brake/tone_13,brake,13.000000000,1,0.162411142782
brake/tone_13,brake,13.125000000,1,0.0267225230048
brake/tone_13,brake,13.149170000,1,0
brake/tone_14,brake,12.220990000,1,0
brake/tone_14,brake,12.250000000,1,0.0321076541117
brake/tone_14,brake,12.375000000,1,0.168925553089
brake/tone_14,brake,12.453035000,1,0.251159633506
brake/tone_14,brake,12.500000000,1,0.298725701794
brake/tone_14,brake,12.625000000,1,0.413327439894
brake/tone_14,brake,12.685080000,1,0.461843144345
brake/tone_14,brake,12.750000000,1,0.508700688059
brake/tone_14,brake,12.875000000,1,0.582217742125
brake/tone_14,brake,12.917125000,1,0.601237793148
brake/tone_14,brake,13.000000000,1,0.629623925244
brake/tone_14,brake,13.125000000,1,0.652936330229
brake/tone_14,brake,13.149170000,1,0.654111234916
brake/tone_14,brake,13.250000000,1,0.647194277951
brake/tone_14,brake,13.375000000,1,0.611637314888
brake/tone_14,brake,13.381215000,1,0.609130943872
brake/tone_14,brake,13.500000000,1,0.548425496026
brake/tone_14,brake,13.613260000,1,0.468659978541
brake/tone_14,brake,13.625000000,1,0.459337558656
brake/tone_14,brake,13.750000000,1,0.349394610109
brake/tone_14,brake,13.845305000,1,0.254829904424
brake/tone_14,brake,13.875000000,1,0.223788211112
brake/tone_14,brake,14.000000000,1,0.0872921828473
brake/tone_14,brake,14.077350000,1,0
brake/tone_15,brake,13.149170000,1,0
brake/tone_15,brake,13.250000000,1,0.111520877881
brake/tone_15,brake,13.375000000,1,0.245844000327
brake/tone_15,brake,13.381215000,1,0.252310298213
brake/tone_15,brake,13.500000000,1,0.370166490766
brake/tone_15,brake,13.613260000,1,0.468659978541
brake/tone_15,brake,13.625000000,1,0.477962353335
brake/tone_15,brake,13.750000000,1,0.564810361545
brake/tone_15,brake,13.845305000,1,0.615213811358
brake/tone_15,brake,13.875000000,1,0.627754083288
brake/tone_15,brake,14.000000000,1,0.663035505564
brake/tone_15,brake,14.077350000,1,0.672003669848
brake/tone_15,brake,14.125000000,1,0.671813362296
brake/tone_15,brake,14.250000000,1,0.65046135526
brake/tone_15,brake,14.309392500,1,0.631215576622
brake/tone_15,brake,14.375000000,1,0.602201464476
brake/tone_15,brake,14.500000000,1,0.5253979329
brake/tone_15,brake,14.541435000,1,0.494457856991
brake/tone_15,brake,14.625000000,1,0.423819564641
brake/tone_15,brake,14.750000000,1,0.300004830263
brake/tone_15,brake,14.773477500,1,0.274504627655
brake/tone_15,brake,14.875000000,1,0.158533076565
brake/tone_15,brake,15.000000000,1,0.00683155740796
brake/tone_15,brake,15.005520000,1,0
brake/tone_16,brake,14.077350000,1,0
brake/tone_16,brake,14.125000000,1,0.0542933603657
brake/tone_16,brake,14.250000000,1,0.195655304086
brake/tone_16,brake,14.309392500,1,0.261458052618
brake/tone_16,brake,14.375000000,1,0.331907096335
brake/tone_16,brake,14.500000000,1,0.456435857132
brake/tone_16,brake,14.541435000,1,0.494457856991
brake/tone_16,brake,14.625000000,1,0.564533756763
brake/tone_16,brake,14.750000000,1,0.649970062788
brake/tone_16,brake,14.773477500,1,0.662712795019
brake/tone_16,brake,14.875000000,1,0.706001681296
brake/tone_16,brake,15.000000000,1,0.731266470327
brake/tone_16,brake,15.005520000,1,0.731056356869
brake/tone_16,brake,15.125000000,1,0.711030674532
brake/tone_16,brake,15.237565000,1,0.666008486535
brake/tone_16,brake,15.250000000,1,0.659556767551
brake/tone_16,brake,15.375000000,1,0.569695693296
brake/tone_16,brake,15.469610000,1,0.487367170028
brake/tone_16,brake,15.500000000,1,0.458786089725
brake/tone_16,brake,15.625000000,1,0.335842409607
brake/tone_16,brake,15.701655000,1,0.254777145979
brake/tone_16,brake,15.750000000,1,0.202250882231
brake/tone_16,brake,15.875000000,1,0.0657387332359
brake/tone_16,brake,15.933700000,1,0
brake/tone_17,brake,15.005520000,1,0
brake/tone_17,brake,15.125000000,1,0.145762925849
brake/tone_17,brake,15.237565000,1,0.275869747778
brake/tone_17,brake,15.250000000,1,0.289604082971
brake/tone_17,brake,15.375000000,1,0.411274252159
brake/tone_17,brake,15.469610000,1,0.487367170028
brake/tone_17,brake,15.500000000,1,0.508581951859
brake/tone_17,brake,15.625000000,1,0.583275578113
brake/tone_17,brake,15.701655000,1,0.615086441204
brake/tone_17,brake,15.750000000,1,0.629474271425
brake/tone_17,brake,15.875000000,1,0.659574181617
brake/tone_17,brake,15.933700000,1,0.663628238945
brake/tone_17,brake,16.000000000,1,0.66033761519
brake/tone_17,brake,16.125000000,1,0.629587471973
brake/tone_17,brake,16.165745000,1,0.61340618667
brake/tone_17,brake,16.250000000,1,0.570825481919
brake/tone_17,brake,16.375000000,1,0.484082702262
brake/tone_17,brake,16.397790000,1,0.465927727201
brake/tone_17,brake,16.500000000,1,0.376900222117
brake/tone_17,brake,16.625000000,1,0.255250389528
brake/tone_17,brake,16.629835000,1,0.250291204091
brake/tone_17,brake,16.750000000,1,0.122817734668
brake/tone_17,brake,16.861880000,1,0
brake/tone_18,brake,15.933700000,1,0
brake/tone_18,brake,16.000000000,1,0.074403797149
brake/tone_18,brake,16.125000000,1,0.211258394439
brake/tone_18,brake,16.165745000,1,0.254081161762
brake/tone_18,brake,16.250000000,1,0.338523169029
brake/tone_18,brake,16.375000000,1,0.448111591231
brake/tone_18,brake,16.397790000,1,0.465927727201
brake/tone_18,brake,16.500000000,1,0.53648742256
brake/tone_18,brake,16.625000000,1,0.602243219095
brake/tone_18,brake,16.629835000,1,0.60425641946
brake/tone_18,brake,16.750000000,1,0.640895744615
brake/tone_18,brake,16.861880000,1,0.656128819965
brake/tone_18,brake,16.875000000,1,0.656385769013
brake/tone_18,brake,17.000000000,1,0.642574549469
brake/tone_18,brake,17.093925000,1,0.611348985303
brake/tone_18,brake,17.125000000,1,0.59754563855
brake/tone_18,brake,17.250000000,1,0.525591491559
brake/tone_18,brake,17.325970000,1,0.469420300439
brake/tone_18,brake,17.375000000,1,0.428973502867
brake/tone_18,brake,17.500000000,1,0.313136839613
brake/tone_18,brake,17.558015000,1,0.254586205604
brake/tone_18,brake,17.625000000,1,0.183744552193
brake/tone_18,brake,17.750000000,1,0.0452912485548
brake/tone_18,brake,17.790060000,1,0
brake/tone_19,brake,16.861880000,1,0
brake/tone_19,brake,16.875000000,1,0.0145764591247
brake/tone_19,brake,17.000000000,1,0.152995873842
brake/tone_19,brake,17.093925000,1,0.253229041055
brake/tone_19,brake,17.125000000,1,0.285183072872
brake/tone_19,brake,17.250000000,1,0.405251888786
brake/tone_19,brake,17.325970000,1,0.469420300439
brake/tone_19,brake,17.375000000,1,0.506798264923
brake/tone_19,brake,17.500000000,1,0.585828878973
brake/tone_19,brake,17.558015000,1,0.614625470363
brake/tone_19,brake,17.625000000,1,0.640587914102
brake/tone_19,brake,17.750000000,1,0.667036497473
brake/tone_19,brake,17.790060000,1,0.668940556585
brake/tone_19,brake,17.875000000,1,0.662813703153
brake/tone_19,brake,18.000000000,1,0.628970564683
brake/tone_19,brake,18.022102500,1,0.618858577419
brake/tone_19,brake,18.125000000,1,0.561069651975
brake/tone_19,brake,18.250000000,1,0.469457667526
brake/tone_19,brake,18.254145000,1,0.46607723946
brake/tone_19,brake,18.375000000,1,0.358947111435
brake/tone_19,brake,18.486187500,1,0.248554437721
brake/tone_19,brake,18.500000000,1,0.234254005107
brake/tone_19,brake,18.625000000,1,0.102178881125
brake/tone_19,brake,18.718230000,1,0
brake/tone_20,brake,17.790060000,1,0
brake/tone_20,brake,17.875000000,1,0.0959404999294
brake/tone_20,brake,18.000000000,1,0.233372774526
brake/tone_20,brake,18.022102500,1,0.256339615958
brake/tone_20,brake,18.125000000,1,0.357130501591
brake/tone_20,brake,18.250000000,1,0.462917113662
brake/tone_20,brake,18.254145000,1,0.46607723946
brake/tone_20,brake,18.375000000,1,0.546833699589
brake/tone_20,brake,18.486187500,1,0.600063494533
brake/tone_20,brake,18.500000000,1,0.605174653715
brake/tone_20,brake,18.625000000,1,0.642226528373
brake/tone_20,brake,18.718230000,1,0.651328314867
brake/tone_20,brake,18.750000000,1,0.650735643186
brake/tone_20,brake,18.875000000,1,0.629911516925
brake/tone_20,brake,18.950275000,1,0.603659311578
brake/tone_20,brake,19.000000000,1,0.580885540114
brake/tone_20,brake,19.125000000,1,0.502813519869
brake/tone_20,brake,19.182320000,1,0.459500921197
brake/tone_20,brake,19.250000000,1,0.403054149843
brake/tone_20,brake,19.375000000,1,0.286925038196
brake/tone_20,brake,19.414365000,1,0.247531003214
brake/tone_20,brake,19.500000000,1,0.158439303826
brake/tone_20,brake,19.625000000,1,0.0234941667799
brake/tone_20,brake,19.646410000,1,0
brake/tone_21,brake,18.718230000,1,0
brake/tone_21,brake,18.750000000,1,0.0350209757062
brake/tone_21,brake,18.875000000,1,0.171155432559
brake/tone_21,brake,18.950275000,1,0.250043873908
brake/tone_21,brake,19.000000000,1,0.300093897671
brake/tone_21,brake,19.125000000,1,0.4136337094
brake/tone_21,brake,19.182320000,1,0.459500921197
brake/tone_21,brake,19.250000000,1,0.50784498311
brake/tone_21,brake,19.375000000,1,0.580115659059
brake/tone_21,brake,19.414365000,1,0.597592705067
brake/tone_21,brake,19.500000000,1,0.626307273505
brake/tone_21,brake,19.625000000,1,0.648135186363
brake/tone_21,brake,19.646410000,1,0.648993151532
brake/tone_21,brake,19.750000000,1,0.641105288563
brake/tone_21,brake,19.875000000,1,0.60678787111
brake/tone_21,brake,19.878455000,1,0.60543742173
brake/tone_21,brake,20.000000000,1,0.544764593552
brake/tone_21,brake,20.110500000,1,0.468533898533
brake/tone_21,brake,20.125000000,1,0.457193284357
brake/tone_21,brake,20.250000000,1,0.348110833162
brake/tone_21,brake,20.342545000,1,0.256113810739
brake/tone_21,brake,20.375000000,1,0.222075822001
brake/tone_21,brake,20.500000000,1,0.0847954353785
brake/tone_21,brake,20.574590000,1,0
brake/tone_22,brake,19.646410000,1,0
brake/tone_22,brake,19.750000000,1,0.113557589819
brake/tone_22,brake,19.875000000,1,0.247193125974
brake/tone_22,brake,19.878455000,1,0.250780391249
brake/tone_22,brake,20.000000000,1,0.371410995614
brake/tone_22,brake,20.110500000,1,0.468533898533
brake/tone_22,brake,20.125000000,1,0.48020054688
brake/tone_22,brake,20.250000000,1,0.568654806635
brake/tone_22,brake,20.342545000,1,0.618313435397
brake/tone_22,brake,20.375000000,1,0.632272219019
brake/tone_22,brake,20.500000000,1,0.668172867262
brake/tone_22,brake,20.574590000,1,0.675664169806
brake/tone_22,brake,20.625000000,1,0.674642678017
brake/tone_22,brake,20.750000000,1,0.650906093646
brake/tone_22,brake,20.806632500,1,0.630468086025
brake/tone_22,brake,20.875000000,1,0.597934510419
brake/tone_22,brake,21.000000000,1,0.517521337535
brake/tone_22,brake,21.038675000,1,0.487066727904
brake/tone_22,brake,21.125000000,1,0.411610326204
brake/tone_22,brake,21.250000000,1,0.286827469661
brake/tone_22,brake,21.270717500,1,0.264588701026
brake/tone_22,brake,21.375000000,1,0.148305146422
brake/tone_22,brake,21.500000000,1,0.00322826925821
brake/tone_22,brake,21.502760000,1,0
brake/tone_23,brake,20.574590000,1,0
brake/tone_23,brake,20.625000000,1,0.0576950115412
brake/tone_23,brake,20.750000000,1,0.199109171791
brake/tone_23,brake,20.806632500,1,0.261148431875
brake/tone_23,brake,20.875000000,1,0.333206068341
brake/tone_23,brake,21.000000000,1,0.45385209534
